,sigma_hat,var_fhs
2018-07-12,0.006954207007826992,15989.724354421962
2018-07-13,0.006936206503179773,15948.336011045707
2018-07-16,0.006839374706732102,15725.691828581894
2018-07-17,0.006677228199876407,15352.870319711523
2018-07-18,0.0065437657737985235,15046.001772045927
2018-07-19,0.006398642966206413,14712.322649706606
2018-07-20,0.006606942955044041,15191.264303412656
2018-07-23,0.006518174786141869,14987.160722573752
2018-07-24,0.006419284915650918,14759.784435268077
2018-07-25,0.006958785062381342,15956.089656402555
2018-07-26,0.00700287337508487,16057.181594720918
2018-07-27,0.006875095409074703,15764.194145978929
2018-07-30,0.006931872684588237,15894.381138452321
2018-07-31,0.006789557779665973,15568.061333770072
2018-08-01,0.0066527883441637094,15254.456968127703
2018-08-02,0.006549219256357788,15016.979069924364
2018-08-03,0.006423165414105964,14727.944936742524
2018-08-06,0.006279181715334353,14397.798684765303
2018-08-07,0.006152987394112839,14108.44244147155
2018-08-08,0.006143176188803002,14085.945917989682
2018-08-09,0.006005798566764546,13770.947015971737
2018-08-10,0.005930722030587533,13598.80088247374
2018-08-13,0.006229081220720383,14282.921162794957
2018-08-14,0.006686986321409709,15332.870942135123
2018-08-15,0.006589946631431538,15110.364573618068
2018-08-16,0.007510093547875852,18819.516901100924
2018-08-17,0.007405776331419557,18558.10875676025
2018-08-20,0.0074026764799839636,18550.34084999436
2018-08-21,0.007239834089821068,18142.274679533268
2018-08-22,0.007207919855899467,18062.300913448402
2018-08-23,0.007038836782290222,17638.59623637693
2018-08-24,0.0070537729415334075,17676.02470508012
2018-08-27,0.007540686970132426,18896.180849898603
2018-08-28,0.00801500684463574,20084.777348442607
2018-08-29,0.007832472761943822,19627.365835210643
2018-08-30,0.007920031674259103,19846.77940438323
2018-08-31,0.00802422056846226,20107.865986442906
2018-09-04,0.007841838298687504,19650.834900663955
2018-09-05,0.0076750141430521135,19232.790838166213
2018-09-06,0.00753742790747884,18888.013976303762
2018-09-07,0.007358936343296823,18440.73259593034
2018-09-10,0.007184227359399208,18002.929970134122
2018-09-11,0.007026623552759209,17607.99114762395
2018-09-12,0.006902054218594602,17295.833293034673
2018-09-13,0.006783325525521772,16998.311480332122
2018-09-14,0.006636560137342453,16630.532612368683
2018-09-17,0.006503948221906816,16298.220881773233
2018-09-18,0.006365875564842716,15952.225098014627
2018-09-19,0.006359070708812856,15935.172833319504
2018-09-20,0.006251725867555147,15666.177774680478
2018-09-21,0.006343500862184691,15896.15640963605
2018-09-24,0.00624129031321531,15640.027355911529
2018-09-25,0.006156871190396745,15428.481774151174
2018-09-26,0.0060207794578368235,15087.449982112319
2018-09-27,0.006135561831730299,15375.082727519028
2018-09-28,0.006061024028027826,13897.57578857124
2018-10-01,0.005928064035528112,13592.706254303133
2018-10-02,0.005837859615190937,13385.872761760795
2018-10-03,0.00572486141989078,13126.774468156655
2018-10-04,0.005600334003109924,12855.45309948665
2018-10-05,0.005612918743760516,12884.341116364403
2018-10-08,0.005492768694130653,12608.539114723078
2018-10-09,0.0055567707979646075,12755.454645769794
2018-10-10,0.005490125453450647,12602.471609361148
2018-10-11,0.00601608114827007,13809.792237631591
2018-10-12,0.0058973901832878066,13537.33953520081
2018-10-15,0.005773656446841679,13253.311253169037
2018-10-16,0.005664453693615391,13002.63854835254
2018-10-17,0.005610353415574031,12878.45245755087
2018-10-18,0.006080682027391886,13958.082245205238
2018-10-19,0.006308202991345057,14480.352002620733
2018-10-22,0.006164026681499564,14149.398208035169
2018-10-23,0.006105387079723635,14014.792191682502
2018-10-24,0.005981035742045554,13729.346218551027
2018-10-25,0.006659066402432915,15771.313441208948
2018-10-26,0.006658126838301106,15769.08818026014
2018-10-29,0.006995307823277447,16567.666641429194
2018-10-30,0.006907013306969084,16358.550166583656
2018-10-31,0.006800526333583593,16106.346729469009
2018-11-01,0.00664063060729726,15727.650157791908
2018-11-02,0.006769078820640033,16031.866531554455
2018-11-05,0.006630353339448181,15703.309506599742
2018-11-06,0.006477043284970268,15340.2104208215
2018-11-07,0.006350874393200317,14569.257310510877
2018-11-08,0.006608892710160566,15161.165608153104
2018-11-09,0.006474995632803999,14853.998302935759
2018-11-12,0.007421930727929415,17578.079084231525
2018-11-13,0.007773430714309402,18410.570626552544
2018-11-14,0.007782982109961252,18433.192124150362
2018-11-15,0.007605981204993533,18013.983697184736
2018-11-16,0.007446929734824227,17637.286659232275
2018-11-19,0.007282242726379411,17247.2424288685
2018-11-20,0.00721667282748637,17091.946871615506
2018-11-21,0.007123019756043732,16870.13921042232
2018-11-23,0.006956148259175114,16474.921244048357
2018-11-26,0.006818738660023338,16149.480750278573
2018-11-27,0.006677017087676147,15813.827791771975
2018-11-28,0.006569332265865436,15558.787373941486
2018-11-29,0.00654589317193341,15503.274292251106
2018-11-30,0.007166014577533713,16971.968020211567
2018-12-03,0.007002181342792362,16583.94586499639
2018-12-04,0.007154966697694082,16945.80225382906
2018-12-06,0.008405629990746198,21096.58453374486
2018-12-07,0.008233922224958364,20665.62963803431
2018-12-10,0.008202457035811428,20586.65780327125
2018-12-11,0.008008837913427097,18968.108350195882
2018-12-12,0.007814570991749098,18508.007139623307
2018-12-13,0.007641061598991914,18097.06799999142
2018-12-14,0.007466678286985276,17684.059072558593
2018-12-17,0.007769016849580885,18314.856091887254
2018-12-18,0.007663310896243012,18065.66248593654
2018-12-19,0.007482364161309834,17639.094559162535
2018-12-20,0.007723156058824985,18206.74282617851
2018-12-21,0.007648685759275329,18031.184857161457
2018-12-24,0.0075846108987318965,17880.133331250036
2018-12-26,0.007467281463181835,17603.538265355997
2018-12-27,0.007784060933775852,18350.321356334447
2018-12-28,0.007609530961840127,17938.880451827154
2018-12-31,0.007428742863725159,17512.686499077492
2019-01-02,0.007256347461338002,17106.27767711772
2019-01-03,0.007110897644558151,16763.39098830097
2019-01-04,0.007198825650599714,16970.674459076898
2019-01-07,0.007311586812541712,17236.500173412052
2019-01-08,0.007224149809584778,17030.37420441656
2019-01-09,0.007083252794517001,16698.220393361044
2019-01-10,0.006999105403418507,16499.849429786704
2019-01-11,0.006843162471225756,16132.22603329333
2019-01-14,0.0066956284199438006,15784.425922906403
2019-01-15,0.006552090980123481,15446.04751480076
2019-01-16,0.006462915148692913,15235.822392221273
2019-01-17,0.006345775429719119,14959.674568476383
2019-01-18,0.006247752196830451,14728.592381530892
2019-01-22,0.006276185635598273,14795.622013376553
2019-01-23,0.006466888479588044,15245.189212368368
2019-01-24,0.006321302721459585,14901.982052340793
2019-01-25,0.0062351903099390205,14698.978705165713
2019-01-28,0.006817042494327519,16070.65020880011
2019-01-29,0.0066801624214590264,15747.966028166791
2019-01-30,0.006528840397955399,15391.23606636324
2019-01-31,0.007068452854784586,16663.33068059354
2019-02-01,0.006955637463296516,16397.377124299554
2019-02-04,0.006799929177456013,16030.306888425746
2019-02-05,0.006754411542628407,15923.002586266115
2019-02-06,0.006654501850801535,15687.473218339379
2019-02-07,0.006702291778811427,15800.134275856588
2019-02-08,0.007156702301908563,16871.371923849623
2019-02-11,0.006990840062146805,16480.364527272977
2019-02-12,0.006845815143910234,16138.479503895305
2019-02-13,0.007539447863134427,17773.664969338188
2019-02-14,0.007402513557672681,17450.85293956254
2019-02-15,0.007273474862520554,17146.654200165598
2019-02-19,0.00792938669829869,18692.915601553883
2019-02-20,0.008095666440721329,19084.907228349104
2019-02-21,0.007906429267368972,18638.795234478104
2019-02-22,0.007989391728734072,18834.372817890413
2019-02-25,0.007944279740927882,18728.02479719666
2019-02-26,0.0077613663855858805,18296.82071497695
2019-02-27,0.0075804503718611286,17870.32521107475
2019-02-28,0.007411879456418866,17472.932321166252
2019-03-01,0.008112902228275515,19123.22269563573
2019-03-04,0.00804814507047926,18970.581197583626
2019-03-05,0.007963438014677617,18770.915055134526
2019-03-06,0.007780872922256325,18340.58410566815
2019-03-07,0.007734410602210576,18231.066048111137
2019-03-08,0.007793280941138519,18369.831507105937
2019-03-11,0.007608504068422551,17934.287088286812
2019-03-12,0.0075513754620306715,17799.627131641995
2019-03-13,0.0074261153626669395,17504.371906371118
2019-03-14,0.0074980022214612896,17673.81908703883
2019-03-15,0.007441304102919897,17540.17384927031
2019-03-18,0.007294571785046667,17194.3056614895
2019-03-19,0.0071693665531781135,16899.179766426176
2019-03-20,0.007022725371272996,16553.52639861542
2019-03-21,0.006880690956439348,16218.731812303056
2019-03-22,0.007005747339091951,16513.50684935964
2019-03-25,0.008394734936661529,21006.58982463529
2019-03-26,0.008197194316420166,20512.273468678424
2019-03-27,0.008002257854688815,20024.473636479706
2019-03-28,0.00809690108144653,20261.304395184983
2019-03-29,0.008052574556220056,20150.383783538582
2019-04-01,0.007960650855500538,19920.358238867204
2019-04-02,0.008324406183081083,20830.602459877613
2019-04-03,0.008129774249161037,20343.564663749185
2019-04-04,0.00795411021865396,19903.991256888068
2019-04-05,0.007825802295698974,19582.91954597611
2019-04-08,0.0076820560820872455,19223.21578272818
2019-04-09,0.0075489597431701114,18890.161764955377
2019-04-10,0.00740811308569308,18537.713714586378
2019-04-11,0.00729317953761712,18250.10941025299
2019-04-12,0.007300200526401259,18267.678402325353
2019-04-15,0.0072095220519615335,18040.768853322184
2019-04-16,0.007048857027125183,17638.7282527116
2019-04-17,0.006911234837701742,17294.34895952379
2019-04-18,0.0068298421647440865,17090.675763353516
2019-04-22,0.006674419842563679,16701.754255257092
2019-04-23,0.006534272820766614,16351.0569403034
2019-04-24,0.006497579681591937,16259.237754845326
2019-04-25,0.006384504557335354,15976.283882858948
2019-04-26,0.006257762973002739,15659.131704036434
2019-04-29,0.006219502238586979,15563.389841985361
2019-04-30,0.006084493514410924,15225.550361297532
2019-05-01,0.005952910024949813,14896.282026840381
2019-05-02,0.006152777527270149,15396.421063057214
2019-05-03,0.006095281544446814,15252.545820200003
2019-05-06,0.006327819061249469,15834.436763888956
2019-05-07,0.006232347805082766,15595.533983340394
2019-05-08,0.0067860413351741545,16981.070627789795
2019-05-09,0.006635924843386888,16605.42618008762
2019-05-10,0.006564242780804795,16426.052358542674
2019-05-13,0.006444488744204506,16146.763143986753
2019-05-14,0.006772742584270111,16969.20806041397
2019-05-15,0.006638043886948244,16631.718455297403
2019-05-16,0.006521896637938385,16340.709781991183
2019-05-17,0.006389637065109533,16009.331439851498
2019-05-20,0.006676263670745543,16727.478696471593
2019-05-21,0.00658281030374599,16493.32988469706
2019-05-22,0.006467076575597252,16203.35729410657
2019-05-23,0.006465449177878098,16199.279824728434
2019-05-24,0.006437095024611527,16128.238068723296
2019-05-28,0.007052210572762324,17669.41929448095
2019-05-29,0.007332612188915582,18371.969746646668
2019-05-30,0.007292588439711879,18271.689643107387
2019-05-31,0.007140962219421899,17891.787875470356
2019-06-03,0.007035782598742932,17628.25875933916
2019-06-04,0.006904751263579842,17299.957785080893
2019-06-05,0.007478761294256898,18738.148520684248
2019-06-06,0.007421085807563633,18593.641724285884
2019-06-07,0.007344997356311208,18403.000969195647
2019-06-10,0.007611835921442038,19071.56899373033
2019-06-11,0.007439699084435061,18640.277568478592
2019-06-12,0.00727850884095843,18236.412997393832
2019-06-13,0.007111057893891069,17816.86213962184
2019-06-14,0.007012658416658126,17570.320774521115
2019-06-17,0.0068980307640140615,17283.119472686372
2019-06-18,0.006760143300157017,16937.640365220017
2019-06-19,0.007060243157219105,17689.5450552365
2019-06-20,0.0069276516672314055,17357.335089680277
2019-06-21,0.008811122947220919,22076.40061273539
2019-06-24,0.008725409915837746,21861.64532786631
2019-06-25,0.008608528601852284,21568.797443760937
2019-06-26,0.008785282981175287,22011.658190497055
2019-06-27,0.008664733277768805,21709.61910171243
2019-06-28,0.008456552517187112,21188.019085687796
2019-07-01,0.008370447917640465,20972.282720915984
2019-07-02,0.008172473066600284,20476.253764222318
2019-07-03,0.00835919428112793,20944.086565954927
2019-07-05,0.008456967809566921,21189.05960697016
2019-07-08,0.008314387222604202,20831.821809218087
2019-07-09,0.008569275312905814,21470.44773994446
2019-07-10,0.00839093177425847,21023.60533070156
2019-07-11,0.008571863840246288,21476.933333995028
2019-07-12,0.008366181799337617,20961.593897564057
2019-07-15,0.00826836854828724,20716.521330950596
2019-07-16,0.00807834622580541,20240.417553759013
2019-07-17,0.008010553280875556,20070.56131409996
2019-07-18,0.007821698189278699,19597.382051386114
2019-07-19,0.00796370973090817,19953.194097526404
2019-07-22,0.00828892174194857,20768.017665737498
2019-07-23,0.008093446072261833,20278.2504453847
2019-07-24,0.007928751721377754,19845.767995397473
2019-07-25,0.007771455544587127,19452.05363267716
2019-07-26,0.007760779268435713,19425.330775536295
2019-07-29,0.007696254027060521,19263.823262729908
2019-07-30,0.00751916894802295,18820.57702201958
2019-07-31,0.007347177383530777,18390.079914022863
2019-08-01,0.008300383617613183,21469.902495410242
2019-08-02,0.008110380866282496,20978.438397742124
2019-08-05,0.00830790311664958,21489.35254959608
2019-08-06,0.008315896091315432,21510.027303273724
2019-08-07,0.00837092584751828,21652.368134065484
2019-08-08,0.0082792880508899,21415.336371541798
2019-08-09,0.008470572600639293,21910.11598911071
2019-08-12,0.008365372519892033,21638.00380969768
2019-08-13,0.008217455987439032,21255.400586096508
2019-08-14,0.00803197733539049,20775.63859461311
2019-08-15,0.008326846126679454,21538.350836548496
2019-08-16,0.008130970565337603,21031.696036363177
2019-08-19,0.007941162033227582,20540.734309178464
2019-08-20,0.007791692590165588,20154.114302631453
2019-08-21,0.00806091289126299,20850.483757421585
2019-08-22,0.00792417257823718,20496.789118341734
2019-08-23,0.007739917987747124,20020.193303690605
2019-08-26,0.00784361613027476,20288.420546139874
2019-08-27,0.007893542469431924,20417.56079833045
2019-08-28,0.007710547388884061,19944.222851857066
2019-08-29,0.0075373447818206695,19496.21427093907
2019-08-30,0.007423817641605594,19202.563188857956
2019-09-03,0.007268967696270605,18802.025890713434
2019-09-04,0.00711800410361627,18411.541093388198
2019-09-05,0.0073596177058058146,19036.50262764389
2019-09-06,0.007194654856870796,18609.807134379644
2019-09-09,0.007282716486757765,18837.588727901202
2019-09-10,0.007130234874425426,18443.177397059644
2019-09-11,0.006973149821809279,18036.858735353635
2019-09-12,0.0073970701296371755,19133.377654741413
2019-09-13,0.007365231070256832,19051.022244204603
2019-09-16,0.0071975271946523875,18617.23676835148
2019-09-17,0.00704425231268576,18220.77355382775
2019-09-18,0.006886143374900975,17811.806494680142
2019-09-19,0.006782996641983996,17545.005536981218
2019-09-20,0.006632866472687912,17156.676485590553
2019-09-23,0.006487090695010622,16779.61057187993
2019-09-24,0.0063473296384519515,16418.10243018358
2019-09-25,0.006725329236759927,17395.84212184739
2019-09-26,0.006580052049727195,17020.065870520688
2019-09-27,0.0066077061753454505,17091.59646572835
2019-09-30,0.006948789461169131,17973.84784431636
2019-10-01,0.006912527321057622,17880.051623763742
2019-10-02,0.007484209380009071,19358.77340693747
